show_id,id_type,title,id_director,date_added,release_year,id_rating,id_duration,description
s1087,1,Ojukokoro: Greed,719,2021-04-09,2016,3,55,"Down and out of luck, the manager of a shady gas station gets in over his head when he tries to steal from his grubby employers."
s1088,1,Roohi,356,2021-04-09,2021,5,76,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her."
s1089,1,Thunder Force,720,2021-04-09,2021,2,70,Two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.
s1090,1,Two Distant Strangers,721,2021-04-09,2021,3,125,"In this Oscar-nominated short film, a man trying to go home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop."
s1091,1,Story of Kale: When Someone's in Love,723,2021-04-08,2020,6,80,"After leaving a toxic relationship, Dinda embarks on a romance with Kale, whose view on love soon shatters as he wrestles with his own insecurities."
s1092,2,The Way of the Househusband,1,2021-04-08,2021,3,4,"After disappearing from the underworld, the legendary yakuza Tatsu, ""the Immortal Dragon,"" resurfaces — as a fiercely devoted stay-at-home husband."
s1093,1,Dolly Parton: A MusiCares Tribute,1,2021-04-07,2021,6,137,"In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year."
s1094,2,The Big Day,1,2021-04-07,2021,5,3,"For six engaged couples, happily ever after begins on a spectacular note in this eye-popping look at India’s multibillion-dollar wedding industry."
s1095,2,The Wedding Coach,1,2021-04-07,2021,3,4,Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.
s1096,2,This Is a Robbery: The World's Biggest Art Heist,1,2021-04-07,2021,3,4,"In 1990, two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime."
s1097,1,The Last Kids on Earth: Happy Apocalypse to You,724,2021-04-06,2021,8,47,"Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""Last Kids on Earth"" adventure!"
s1098,1,Coded Bias,725,2021-04-05,2020,3,64,This documentary investigates the bias in algorithms after M.I.T. Media Lab researcher Joy Buolamwini uncovered flaws in facial recognition technology.
s1099,1,Mandela,726,2021-04-05,2021,5,79,"Amid a local election with two rivals vying to win by any means necessary, a barber lands in a curiously powerful position as the single deciding vote."
s1100,1,The Fisherman's Diary,727,2021-04-04,2020,3,52,"Inspired by Nobel Peace Prize winner Malala Yousafzai, a young girl defies the expectations of her father and village to pursue an education"
s1101,1,What Lies Below,728,2021-04-04,2020,3,33,"Back home at her lake house, a teenager begins to suspect that a sinister force lurks beneath the surface of her mother's too-perfect new lover."
s1102,1,Escape from Planet Earth,729,2021-04-03,2013,4,67,"This all-ages animated comedy follows the adventures of astronaut Scorch Supernova, a hero of the blue aliens who has a vast appetite for adventure."
s1103,1,Accepted,730,2021-04-02,2006,2,37,"Rejected by every college he applied to, a high school senior invents a fake university that will fool his parents and help his fellow outcasts."
s1104,1,Air Strike,731,2021-04-02,2018,9,19,The residents of Chongqing try to survive Japanese air raids as a U.S. military advisor trains a squadron of Chinese pilots desperate to fight back.
s1105,1,An American Girl: McKenna Shoots for the Stars,192,2021-04-02,2012,7,12,"A talented young gymnast struggles with her schoolwork and an injury. But with help from her tutor, she gets her confidence back."
s1106,1,Concrete Cowboy,732,2021-04-02,2021,9,69,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys."
s1107,1,Cross: Rise of the Villains,733,2021-04-02,2019,9,34,"Armed with a mighty ancient amulet, a team of weapons experts joins forces to defend Los Angeles from supervillains with explosive powers of their own."
s1108,1,God Calling,735,2021-04-02,2018,3,60,"The loss of a child plunges Sade into a suicidal depression, but her suffering leads to faith – with a little assist from modern technology."
s1109,1,Irul,736,2021-04-02,2021,3,5,"When a car breakdown forces a couple to seek shelter in a nearby home, conversations with the stranger inside soon suggest there’s a killer among them."
s1110,1,Just Say Yes,737,2021-04-02,2021,3,28,Incurable romantic Lotte finds her life upended when her plans for a picture-perfect wedding unravel — just as her self-absorbed sister gets engaged.
s1111,1,Madame Claude,739,2021-04-02,2021,3,41,"In 1960s Paris, Madame Claude's influence extends beyond the world of sex work — until an affluent young woman threatens to change everything."
s1112,1,Wild Child,740,2021-04-02,2008,2,28,"Accustomed to getting her way, a wealthy teenage girl from Los Angeles is sent to a strict boarding school in England to clean up her act."
s1113,1,Woody Woodpecker,741,2021-04-02,2017,4,5,A rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home.
s1114,1,2012,623,2021-04-01,2009,2,138,"When a flood of natural disasters begins to destroy the world, a divorced dad desperately tries to save his family by outrunning the cataclysmic chaos."
s1115,1,3 Idiots,742,2021-04-01,2009,2,139,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system."
s1116,1,Ferrari Ki Sawaari,743,2021-04-01,2012,6,76,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.
s1117,2,Glimpses of a Future,1,2021-04-01,2020,6,4,"This docuseries celebrates the virtual collaborations between a group of artists, dancers and writers from around the world during the pandemic."
s1118,1,Ibrahim a Fate to Define,744,2021-04-01,2019,6,135,"Raised in a quiet home, Lina searches for answers while investigating the mystery behind her father's disappearance in this documentary."
s1119,1,Insidious,745,2021-04-01,2010,2,18,"A family moves into a new home, where their son falls into a coma and eerie events begin to reveal something far more sinister is lurking in the house."
s1120,1,Into the Grizzly Maze,746,2021-04-01,2015,9,2,Estranged brothers Beckett and Rowan reunite in the Alaskan wild to confront a savage grizzly bear wreaking havoc on their hometown.
s1121,1,Kingsglaive: Final Fantasy XV,747,2021-04-01,2016,2,27,King Regis of Lucis orders his Kingsglaive warriors to stop the army of Niflheim before it invades and steals the crystal that gives Lucis its power.
s1122,1,Legally Blonde,24,2021-04-01,2001,2,25,"When dazzling L.A. sorority girl Elle Woods gets dumped by her snobby boyfriend, she decides to win him back by following him to Harvard Law School."
s1123,1,Madam Chief Minister,748,2021-04-01,2020,5,57,"Rising from disadvantage to become a state leader, a tenacious politician learns that with great power comes great responsibility, ruthlessness and risk."
s1124,2,Magical Andes,1,2021-04-01,2021,10,3,"From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains."
s1125,1,Maximum Risk,749,2021-04-01,1996,9,63,"After discovering he's a twin when a look-alike turns up dead, a French cop assumes his brother's identity to uncover the truth and seek vengeance."
s1126,2,Murder Maps,1,2021-04-01,2017,3,3,Dramatic reenactments paired with archival sources artfully illustrate how police brought some of Britain's most infamous killers to justice.
s1127,1,My Fair Lady,750,2021-04-01,1964,11,140,"When a Cockney flower girl takes elocution lessons from an aloof professor, he decides to introduce her to high society, transforming both their lives."
s1128,2,Prank Encounters,1,2021-04-01,2021,3,3,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.
s1129,1,S.W.A.T.: Under Siege,751,2021-04-01,2017,9,67,"When a S.W.A.T. team takes in a mysterious, high-profile prisoner, international threats unleash a barrage of attacks on their compound to retrieve him."
s1130,2,Secrets of Great British Castles,1,2021-04-01,2016,6,3,Join historian Dan Jones on a journey back in time to the zenith of Britain's most iconic structures and their infamous inhabitants.
s1131,1,Seven Souls in the Skull Castle: Season Bird,531,2021-04-01,2017,5,43,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Bird” version of the dynamic show performed in a 360º theater."
s1132,1,Seven Souls in the Skull Castle: Season Flower,531,2021-04-01,2017,5,141,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Flower” version of the bold show performed in a 360º theater."
s1133,1,Seven Souls in the Skull Castle: Season Wind,531,2021-04-01,2017,5,142,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Wind” version of the dynamic show performed in a 360º theater."
s1134,1,Sniper: Ghost Shooter,515,2021-04-01,2016,9,32,Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.
s1135,1,Starship Troopers: Traitor of Mars,752,2021-04-01,2017,9,33,"When a corrupt official plans to sabotage the planet Mars, it’s up to Rico and a group of fresh recruits to fend off a surprise bug attack on their own."
s1136,1,Takers,754,2021-04-01,2010,2,70,An elite crew of bank robbers sets up a daring heist after a former associate persuades them to target an armored car that could be their biggest score.
s1137,1,Tersanjung the Movie,755,2021-04-01,2021,5,53,"After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis."
s1138,1,The Knight and the Princess,757,2021-04-01,2019,6,25,"A fictional account of the heroic quests of a 7th-century knight, from rescuing hostages abducted by pirates in the Indian Sea to taking on a tyrant."
s1139,1,The Pianist,758,2021-04-01,2002,9,128,Famed Polish pianist Wladyslaw Szpilman struggles to survive the onslaught of Nazi tyranny during World War II in this drama based on his memoirs.
s1140,1,The Stepfather,759,2021-04-01,2009,2,36,A series of mysterious events makes a teenager suspect that his mother's new boyfriend may be a dangerous serial killer known for preying on families.
s1141,1,Universal Soldier: The Return,760,2021-04-01,1999,9,40,An ex-Universal Soldier working to design smarter cyborg warriors discovers that the supercomputer controlling the soldiers has a sinister agenda.
s1142,1,Wazir,200,2021-04-01,2016,5,28,"Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined."
s1143,1,White Boy,761,2021-04-01,2017,3,40,"This true-crime documentary exposes new facts about alleged teen drug lord ""White Boy Rick"" and his lesser-known role as an FBI informant."
s1144,2,Worn Stories,1,2021-04-01,2021,3,4,"In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing."
s1145,1,Yes Man,762,2021-04-01,2008,2,8,"After a bitter divorce, a loan officer falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year."
s1146,1,At Eternity's Gate,763,2021-03-31,2018,2,21,Wild artistic inspiration and emotional turmoil fill painter Vincent van Gogh's last years as he struggles to bring his unique vision to the world.
s1147,2,Haunted: Latin America,764,2021-03-31,2021,5,4,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series."
s1148,1,Not a Game,765,2021-03-31,2020,3,28,"This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents."
s1149,2,Robocar Poli,1,2021-03-31,2015,7,3,"When disaster strikes in Brooms Town, police car Robocar Poli, fire truck Robotruck Roy and their friends on the rescue team race to save the day."
s1150,2,Yu-Gi-Oh!,1,2021-03-31,2005,8,4,"The lives of young Yugi Moto and his friends Joey, Tristan, and Téa are forever changed when a fantasy card game becomes their reality."
s1151,1,7 Yards: The Chris Norton Story,766,2021-03-30,2021,6,37,"The true story of former college football player Chris Norton, who defied the odds after a devastating accident — with the woman he loves by his side."
s1152,1,Octonauts & the Ring of Fire,767,2021-03-30,2021,7,122,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet."
s1153,2,Rainbow High,1,2021-03-30,2020,7,4,"The popular fashion dolls come to life in this animated series as they let their talents and true colors shine at the visual arts school, Rainbow High."
s1154,1,Mandela: Long Walk to Freedom,768,2021-03-29,2013,2,88,This in-depth biopic portrays groundbreaking South African leader Nelson Mandela's fight against political oppression and virulent racism.
s1155,1,Lawless,769,2021-03-28,2012,9,27,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes."
s1156,1,Marked,770,2021-03-28,2021,6,143,"This documentary explores Nigeria’s cultural practice of marking, including its origins and meaning as a symbol of identity, beauty and spirituality."
s1157,1,A Week Away,771,2021-03-26,2021,6,28,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong."
s1158,1,Bad Trip,1,2021-03-26,2021,3,46,"In this hidden-camera prank comedy, two best friends bond on a wild road trip to New York as they pull real people into their raunchy, raucous antics."
s1159,2,Big Time Rush,1,2021-03-26,2013,10,10,"After a talent agent discovers four talented pals and turns them into a boy band called Big Time Rush, they must adjust to their exciting new lives."
s1160,1,Black Is Beltza,772,2021-03-26,2018,3,46,A young Basque man is radicalized in 1960s America after being forbidden from participating in a parade on racial grounds.
s1161,1,Croupier,773,2021-03-26,1998,3,38,"A would-be writer lands a job as a croupier to make ends meet. But when he becomes involved with a gambler, he is lured into taking part in a heist."
s1162,1,Elizabeth and Margaret: Love and Loyalty,1,2021-03-26,2020,6,46,"This documentary takes an intimate look at the complex, widely misunderstood relationship between Queen Elizabeth II and her sister, Princess Margaret."
s1163,1,Keeping the Bees,774,2021-03-26,2020,5,37,Ayşe returns from Germany to her Black Sea hometown and sets out to fulfill her mom's dying wish — to care for her beloved bee farms.
s1164,2,Magic for Humans Spain,1,2021-03-26,2021,3,4,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder."
s1165,1,Ni de coña,775,2021-03-26,2020,3,19,"Trying to fix their relationships, four couples attend a spiritual retreat at a Caribbean resort, where temptation and mishaps add problems to the mix."
s1166,1,Pagglait,776,2021-03-26,2021,6,53,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband."
s1167,2,The Irregulars,1,2021-03-26,2021,5,4,"A crew of misfits investigates a series of supernatural crimes in Victorian London for Dr. Watson and his shadowy associate, Sherlock Holmes."
s1168,1,Caught by a Wave,777,2021-03-25,2021,5,34,"After falling in love at a sailing summer camp in Sicily, reality comes crashing down on a teenage couple when a harsh truth prompts a pivotal decision."
s1169,2,DOTA: Dragon's Blood,1,2021-03-25,2021,3,4,A conflicted yet courageous Dragon Knight must use the power of the dragon within to stop a deadly demon in this epic fantasy based on the online game.
s1170,2,Pui Pui Molcar,1,2021-03-25,2021,8,4,They’re guinea pigs! And they’re cars! The fuzzy and adorable molcars have lots of fun adventures in this delightful stop-motion animation.
s1171,1,Secret Magic Control Agency,778,2021-03-25,2021,8,24,"Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king."
s1172,1,Seaspiracy,779,2021-03-24,2021,5,2,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption."
s1173,1,Loyiso Gola: Unlearning,780,2021-03-23,2021,3,115,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!"
s1174,2,Men on a Mission,781,2021-03-23,2021,5,35,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick."
s1175,2,Navillera,1,2021-03-23,2021,5,4,A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.
s1176,1,Philomena,414,2021-03-22,2013,2,28,A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago.
s1177,1,Any Crybabies Around?,782,2021-03-20,2020,3,55,An immature young father in Akita becomes an outcast in his community after a media incident. Two years later he returns to ineptly try to make amends.
s1178,1,Hospital,783,2021-03-20,2020,3,2,"In an abandoned hospital in Tainan, visitors seeking to communicate with their relatives' spirits are haunted by disturbing, supernatural occurrences."
s1179,1,Jiu Jitsu,784,2021-03-20,2020,9,36,"After the defeat of a celebrated war hero, an ancient order of fighters battles powerful space invaders as the fate of humanity hangs in the balance."
s1180,2,Mighty Morphin Power Rangers,1,2021-03-20,2010,8,10,"Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa."
s1181,2,Alien TV,1,2021-03-19,2021,8,3,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies."
s1182,2,Country Comfort,1,2021-03-19,2021,6,4,"After hitting the skids in her career, an aspiring country singer finds new life as a nanny for a handsome widower and his five charming children."
s1183,2,Formula 1: Drive to Survive,1,2021-03-19,2021,3,22,"Drivers, managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing."
s1184,1,Reframe THEATER EXPERIENCE with you,785,2021-03-19,2020,10,78,"Perfume's Reframe 2019 concert, performed to great effect in the newly reconstructed Line Cube Shibuya, is recreated as a high-tech concert film."
s1185,1,The Yin Yang Master,786,2021-03-19,2021,5,60,"A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms."
s1186,1,Who's the Boss,787,2021-03-19,2020,3,20,"A young, overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish."
s1187,2,B: The Beginning,1,2021-03-18,2021,3,3,"Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target."
s1188,1,Deadly Illusions,788,2021-03-18,2021,9,30,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur."
s1189,1,Get the Goat,789,2021-03-18,2021,5,28,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot."
s1190,1,Nate Bargatze: The Greatest Average American,790,2021-03-18,2021,10,115,"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special."
s1191,1,Skylines,791,2021-03-18,2020,9,41,"When a mysterious alien virus begins to endanger humanity, an elite team of soldiers launches into space to end the threat for good."
s1192,1,The Fluffy Movie,792,2021-03-18,2014,2,63,"Comedian Gabriel Iglesias takes the stage in San Jose, California, for a stand-up performance featuring wild stories and even wilder impersonations."
s1193,1,The Present,794,2021-03-18,2020,3,144,"Yusuf and his daughter set out to buy his wife an anniversary gift, a gesture demanding much patience and negotiation skills in the West Bank."
s1194,1,Wave of Cinema: 90's Generation,586,2021-03-18,2020,6,145,"Walk down memory lane and experience the soundtrack to beloved film ""Generasi 90an: Melankolia"" through nostalgic performances."
s1195,1,Catch.er,795,2021-03-17,2017,5,48,"A man becomes the prime suspect in his wife's murder, but the police investigation soon widens to other potential culprits with hidden motives."
s1196,1,Operation Varsity Blues: The College Admissions Scandal,796,2021-03-17,2021,9,34,Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities.
s1197,2,Under Suspicion: Uncovering the Wesphael Case,797,2021-03-17,2021,5,4,"This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013."
s1198,1,Get on Up,798,2021-03-16,2014,2,84,Music legend James Brown makes a turbulent journey from humble origins to superstardom as the Godfather of Soul in this biopic starring Chadwick Boseman.
s1199,1,RebellComedy: Straight Outta the Zoo,799,2021-03-16,2021,3,99,"The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more."
s1200,1,Savages,800,2021-03-16,2012,9,100,"With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover."
s1201,2,Waffles + Mochi,1,2021-03-16,2021,7,4,Curious puppet pals Waffles and Mochi travel the world exploring the wonders of food and culture while learning how to cook with fresh ingredients.
s1202,2,Abla Fahita: Drama Queen,1,2021-03-15,2021,5,4,"Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family."
s1203,1,C/O Kaadhal,801,2021-03-15,2021,5,100,"Cutting across conventions and expectations, four brave love stories blossom in this Tamil remake of the 2018 Telugu film ""Care of Kancharapalem.”"
s1204,1,The BFG,31,2021-03-15,2016,4,54,A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both.
s1205,1,The Last Blockbuster,802,2021-03-15,2020,5,46,"This nostalgic documentary reveals the real story of Blockbuster's demise, and how one last location in Oregon keeps the spirit of a bygone era alive."
s1206,2,The Lost Pirate Kingdom,1,2021-03-15,2021,3,4,The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.
s1207,2,Zero Chill,1,2021-03-15,2021,10,4,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy."
s1208,1,Audrey,803,2021-03-14,2020,5,63,"An intimate portrait of legendary Hollywood actress, fashion icon and humanitarian Audrey Hepburn, who stood for love above all else."
s1209,1,Çarsi Pazar,804,2021-03-12,2015,3,19,The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall.
s1210,1,Just In Time,805,2021-03-12,2020,10,47,A meticulous clerk for a bookstore that has just been shuttered suddenly finds herself taking care of her cousin's witty 11-year-old daughter.
s1211,2,Love Alarm,1,2021-03-12,2021,3,3,"In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities."
s1212,1,Mucize,806,2021-03-12,2015,5,73,"Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all."
s1213,1,Paper Lives,807,2021-03-12,2021,3,19,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood."
s1214,2,Paradise PD,1,2021-03-12,2021,3,22,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case."
s1215,1,Quiet,808,2021-03-12,2020,3,18,The lives of three Chilean teenage misfits converge as they try to find their place in an unequal society through hip-hop and lasting friendships.
s1216,1,Romantik Komedi,809,2021-03-12,2010,3,23,"Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures."
s1217,1,Romantik Komedi 2: Bekarlığa Veda,810,2021-03-12,2013,3,24,"Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party."
s1218,2,The One,1,2021-03-12,2021,3,4,"Love — and lies — spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service."
s1219,1,YES DAY,811,2021-03-12,2021,4,2,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.
s1220,1,You're Everything To Me,812,2021-03-12,2016,6,70,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter."
s1221,1,Coven of Sisters,813,2021-03-11,2021,3,47,"Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath."
s1222,1,Generasi 90an: Melankolia,814,2021-03-11,2020,5,12,"After the devastating loss of a loved one, Abby forms a bond with his sister's best friend as he struggles to move on."
s1223,1,The Block Island Sound,815,2021-03-11,2020,3,32,"On an island, a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger."
s1224,2,Dealer,817,2021-03-10,2021,3,4,Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series.
s1225,2,Last Chance U: Basketball,1,2021-03-10,2021,3,4,“Last Chance U” hits the hardwood in East Los Angeles as a coach with strong convictions leads young men who hope to fulfill major college potential.
s1226,2,Marriage or Mortgage,1,2021-03-10,2021,10,4,A wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home?
s1227,2,The Houseboat,1,2021-03-09,2021,5,4,"With plenty of passion and little know-how, two musicians undertake a daunting project: turn a late singer's houseboat into a creative musical space."
s1228,2,Bombay Begums,1,2021-03-08,2021,3,4,"From boardrooms to society's margins, five ambitious women from various walks of life navigate dreams, desires and disappointments in modern Mumbai."
s1229,1,Bombay Rose,819,2021-03-08,2021,2,19,"Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested."
s1230,2,My Way,1,2021-03-06,2015,5,4,"In the 1970s, an aspiring singer struggles to prove herself in the face of challenges posed by her strict upbringing and romantic choices."
s1231,1,Aelay,820,2021-03-05,2021,5,146,"A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit."
s1232,2,City of Ghosts,1,2021-03-05,2021,8,4,"Meet the Ghost Club! Their adventures take them all around Los Angeles as they interview ghosts, solve problems and learn about their city's history."
s1233,1,Dogwashers,821,2021-03-05,2021,3,55,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?"
s1234,1,Fate of Alakada,208,2021-03-05,2020,5,41,"Faking her way through any situation, a social media influencer poses as an event planner and is tasked with throwing an extravagant, star-studded bash."
s1235,2,Nevenka: Breaking the Silence,822,2021-03-05,2021,3,4,"Nevenka Fernández, the plaintiff in Spain's first successful lawsuit against a politician for sexual harassment, breaks her silence after 20 years."
s1236,2,Pokémon Journeys: The Series,1,2021-03-05,2021,8,10,"Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory, traveling all over the world to learn about Pokémon."
s1237,1,Sentinelle,3,2021-03-05,2021,3,91,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister."
s1238,1,Mariposa,823,2021-03-04,2020,5,27,"New student Acha falls for Iqbal, a high-achieving student who's torn between love and family pressure."
s1239,2,Pacific Rim: The Black,1,2021-03-04,2021,5,4,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies."
s1240,1,Parker,824,2021-03-04,2013,9,51,"Parker is a thief – but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score."
s1241,1,Safe Haven,85,2021-03-04,2013,2,27,"When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret."
s1242,1,Moxie,825,2021-03-03,2021,2,69,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school."
s1243,2,Murder Among the Mormons,826,2021-03-03,2021,5,4,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story.
s1244,1,Black or White,828,2021-03-02,2014,2,57,A widowed lawyer struggles to retain custody of his biracial granddaughter when the girl's paternal grandmother questions his competence.
s1245,1,Indoo Ki Jawani,829,2021-03-02,2020,5,30,"A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated."
s1246,2,Word Party,1,2021-03-02,2021,7,13,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!"
s1247,2,A Perfect Day For Arsenide,830,2021-03-01,2019,3,4,"An eclectic group of people encounters zany situations in this anthology of surreal, offbeat tales from Hong Kong. Based on Mr. Pizza's hit novel."
s1248,1,Banyuki,531,2021-03-01,2009,6,43,"In this stage performance filmed for the big screen, an innocent man seeks revenge after breaking free of the prison he was held in for ten years."
s1249,1,Biggie: I Got a Story to Tell,831,2021-03-01,2021,9,28,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king."
s1250,1,Blanche Gardin: The All-Nighter,832,2021-03-01,2021,3,25,"With self-deprecating humor, French comic Blanche Gardin offers stream-of-consciousness observations on environmentalism, gender relations and herself."
s1251,1,Connected,834,2021-03-01,2021,10,147,"Argentine DJ Hernán Cattáneo, known for his house music innovations, invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Colón."
s1252,1,Dances with Wolves,835,2021-03-01,1990,2,141,"On the frontier, a Civil War soldier bonds with a Sioux tribe and adapts to their way of life, becoming their ally amid growing threats."
s1253,1,How to Be Really Bad,836,2021-03-01,2018,5,34,"The devil's sassy (and bored) daughter makes a deal with her dad: If she can turn a good person evil, she gets to ditch hell and stay on Earth."
s1254,1,LEGO Marvel Spider-Man: Vexed by Venom,837,2021-03-01,2019,7,148,"When Green Goblin and Venom team up for a disastrous scheme, Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them."
s1255,1,Rain Man,344,2021-03-01,1988,9,149,"Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother."
s1256,1,Seven Souls in the Skull Castle 2011,531,2021-03-01,2011,5,150,"In this cinematic distillation of the electrifying stage performance, seven spirited souls take on the dark threat growing in shadowy Skull Castle."
